"Codigo Articulo","Descripción","Des.Marca","Familia","Sub-Familia","Unidad de stock"
"046074","ROLLER LOOM 149155 PIANO NEGRO","FABER C.","001","308","UNI"
"046075","ROLLER LOOM 149175 PIANO BLANCO","FABER C.","001","308","UNI"
"046076","PORTAMINA LOOM 139000 PLATA METALICO","FABER C.","001","175","UNI"
"046077","PORTAMINA LOOM 139010 PIANO NEGRO","FABER C.","001","175","UNI"
"046078","PLUMA FUENTE BASIC 148960 BLACK PEARL","FABER C.","001","168","UNI"
"046079","PLUMA FUENTE BASIC 148140 RESINA NEGRA","FABER C.","001","168","UNI"
"046080","PORTAMINA EMOTION 138381 MARRON OSCURO CRO","FABER C.","001","175","UNI"
"046081","PORTAMINA EMOTION 138354 CROCCO MARRON","FABER C.","001","175","UNI"
"046082","PORTAMINA EMOTION 138556 ROMBO","FABER C.","001","175","UNI"
"046083","BOLIGRAFO+PORTAMINA BASIC 138403","FABER C.","001","018","UNI"
"046084","PORTAMINA GRIP 2011 131253 AZUL METAL","FABER C.","001","175","UNI"
"046085","PORTAMINA GRIP 2011 131201 BLANCO","FABER C.","001","175","UNI"
"046086","PORTAMINA GRIP 2011 131211 PLATEADO","FABER C.","001","175","UNI"
"046087","PORTAMINA LOOM 139003 LILA METALICO","FABER C.","001","175","UNI"
"046088","PORTAMINA LOOM 139001 AZUL METALICO","FABER C.","001","175","UNI"
"046089","PORTAMINA LOOM 139011 PIANO BLANCO","FABER C.","001","175","UNI"
"046090","PORTAMINA LOOM 139002 NARANJA METALICO","FABER C.","001","175","UNI"
"046091","PORTAMINA AMBITION 138900 ROMBO NEGRO","FABER C.","001","175","UNI"
"046092","PORTAMINA EMOTION 138355 PARQUET MARRON","FABER C.","001","175","UNI"
"046093","CARATULA W.POOH FEELING'12 45X85 BARNIZADO","STANDFORD","008","002","CTO"
"046094","CARATULA W.POOH BLIZARD'12 45X85 BARNIZADO","STANDFORD","008","002","CTO"
"046095","CARATULA C/DISEÑO A4  ANIMALES","ATLAS","008","002","MLL"
"046096","CARATULA C/DISEÑO A4  ABEJITAS","ATLAS","008","002","MLL"
"046097","CARATULA C/DISEÑO A4  FLORES/SMILE","ATLAS","008","002","MLL"
"046098","CARATULA C/DISEÑO A4  BARBIE JOVEN","ATLAS","008","002","MLL"
"046099","CARATULA C/DISEÑO A4  URBAN","ATLAS","008","002","MLL"
"046100","CARATULA C/DISEÑO A4  MUSIC","ATLAS","008","002","MLL"
"046101","CARATULA C/DISEÑO A4  MANGA","ATLAS","008","002","MLL"
"046102","CARATULA C/DISEÑO A4  FLORES/PAZ","ATLAS","008","002","MLL"
"046103","FILTRO DE SUCCION 909506","S/M","008","200","UNI"
"046104","FILTRO DE SOPLADO 909510","S/M","008","200","UNI"
"046105","FILTRO DE SUCCION 909505","S/M","008","200","UNI"
"046106","JUEGO DE EMPAQUETADURAS MOD: DVT380","S/M","008","200","UNI"
"046107","TAPA TEMANICO X 25","STANDFORD","008","009","UNI"
"046108","CARATULA MICKEY'12 45X85 BARNIZADO","STANDFORD","008","002","CTO"
"046109","CARATULA MINNIE'12 45X85 BARNIZADO","STANDFORD","008","002","CTO"
"046110","RODAMIENTO 205 ETVP2 C/PISTA PASANTE","S/M","008","200","UNI"
"046111","RODAMIENTO 5203 C3","S/M","008","200","UNI"
"046112","PEDESTAL DE METAL PARA EXTINTOR 6KG","S/M","005","017","UNI"
"046113","ELASTICO PLANO NEGRO","S/M","008","100","MTR"
"046114","CAMISAS MANGA CORTA OXFORD LISTADO A RAYAS","S/M","888","888","UNI"
"046115","CAMISAS MANGA CORTA EN OXFORD CELESTE","S/M","888","888","UNI"
"046116","BLUSAS MANGA 3/4 EN OXFORD OXFORD CELESTE","S/M","888","888","UNI"
"046117","AGENDA DIARIA NOVA 2012 NEGRO","LEGIS","001","004","UNI"
"046118","AGENDA DIARIA NOVA 2012 AZUL","LEGIS","001","004","UNI"
"046119","AGENDA DIARIA NOVA 2012 VINO","LEGIS","001","004","UNI"
"046120","AGENDA EJECUTIVA SQUARE 2012 AZUL","LEGIS","001","004","UNI"
"046121","AGENDA EJECUTIVA SQUARE 2012 NEGRO","LEGIS","001","004","UNI"
"046122","AGENDA EJECUTIVA SQUARE 2012 VINO","LEGIS","001","004","UNI"
"046123","AGENDA GERENCIAL CURVE 2012 AZUL","LEGIS","001","004","UNI"
"046124","AGENDA GERENCIAL CURVE 2012 VINO","LEGIS","001","004","UNI"
"046125","AGENDA GERENCIAL CURVE 2012 NEGRO","LEGIS","001","004","UNI"
"046126","NOTA DE CREDITO 192 STA INES ORIG.+3 COPIA","S/M","888","888","MLL"
"046127","BOLETA DE VENTA 192 STA INES ORIG.+2 COPIA","S/M","888","888","MLL"
"046128","FACTURA 192 STA INES ORIG.+3 COPIAS","S/M","888","888","MLL"
"046129","CAJA RECTAN.DE BAKELITA P/INSTAL.VISIBLE","S/M","009","103","UNI"
"046130","ENCHUFE BIPOLAR C/LINEA A TIERRA","S/M","009","105","UNI"
"046131","PELOTA DEP FUTBOL BARRA BRAVA","VINIBALL","004","003","UNI"
"046132","PELOTA DEP FUTBOL BARRA INTIMA","VINIBALL","004","003","UNI"
"046133","JUEG.DE ENGRANAJES P/CAJA B1 III N:1:N2=2","S/M","008","200","UNI"
"046134","CARRIL DE RODADURA BILATERAL 80X10X1380 MM","S/M","008","200","UNI"
"046135","SEGMENTO DE GUIA DE BOLAS","S/M","008","200","UNI"
"046136","PELOTA FUTBOL GOMA LISO BARRA BRAVA","VINIBALL","004","003","UNI"
"046137","PELOTA FUTBOL GOMA LISO BARRA INTIMA","VINIBALL","004","003","UNI"
"046138","PELOTA INF #5 RISITAS METALICA","VINIBALL","004","003","UNI"
"046139","PELOTA INF #5 CALCO DOKI","VINIBALL","004","003","UNI"
"046140","PELOTA INF #5 CALCO PHINEAS Y FERB","VINIBALL","004","003","UNI"
"046141","PELOTA INF #7 CALCO DOKI","VINIBALL","004","003","UNI"
"046142","PELOTA INF #7 CALCO PHINEAS Y FERB","VINIBALL","004","003","UNI"
"046143","PARIHUELAS EAN 1.00X 1.20 EN ALQUILER","S/M","009","117","UNI"
"046144","FORRO CUAD.ANILLADO A-4 BILLABONG S/PLAST","STANDFORD","008","004","CTO"
"046145","FORRO CUAD.ANILLADO A-4 BILLABONG PLASTIF.","STANDFORD","008","004","CTO"
"046146","FORRO CUAD.ANILLADO A-4 SIMPSONS S/PLAST","STANDFORD","008","004","CTO"
"046147","FORRO CUAD.ANILLADO A-4 SIMPSONS PLASTIF.","STANDFORD","008","004","CTO"
"046148","FORRO CUAD.ANILLADO A-4 VINTAGE S/PLAST","STANDFORD","008","004","CTO"
"046149","FORRO CUAD.ANILLADO A-4 VINTAGE PLASTIF.","STANDFORD","008","004","CTO"
"046150","CARATULA BILLABONG SOL'12 45X85 BARNIZADO","STANDFORD","008","002","CTO"
"046151","CARATULA BILLABONG SURF'12 45X85 BARNIZADO","STANDFORD","008","002","CTO"
"046152","CARATULA BILLABONG GIRLS'12 45X85 BARNIZAD","STANDFORD","008","002","CTO"
"046153","RETIRA CARATULA DISNEY PREESCOLAR'12 45X85","STANDFORD","008","002","CTO"
"046154","RETIRA CARATULA HANDY MANNY'12 45X85","STANDFORD","008","002","CTO"
"046155","CARRIL DE RODADURA BILATERAL 80X10X1380 MM","S/M","008","200","UNI"
"046156","TOMA SIMP.P/EMPOT. EN L 15A/250V+P/SIMPLE","S/M","008","200","UNI"
"046157","CLAVO DE CEMENTO DE 1/2"","S/M","008","200","UNI"
"046158","RONDANA DE MADERA CUAD./P.TOMACORRIENTE","S/M","008","200","UNI"
"046159","TERMINAL T/UÑA P/CABLE 10 AWG","S/M","008","200","UNI"
"046160","GRAPAS P/CABLE VULC.3X10 AWG","S/M","008","200","UNI"
"046161","ENCHUFE 15A 250V L/T BLINDADO","S/M","008","200","UNI"
"046162","PANTALONES DE DRILL C/ AZUL + CINTA","S/M","888","888","UNI"
"046163","PANTALON DE DRILL P/MUJER + CINTA","S/M","888","888","UNI"
"046164","PANTALON DE DRILL P/HOMBRE + CINTA","S/M","888","888","UNI"
"046165","PRODUCTO PROMOCIONAL 1","PEGAFAN","009","003","UNI"
"046166","PAPEL CELOFAN NAVIDEÑO M108","BIOCEL","002","050","CTO"
"046167","PAPEL CELOFAN NAVIDEÑO M105","BIOCEL","002","050","CTO"
"046168","TACO CUAD.ESP.112HJ A-4 PLANNER PERFORADO","STANDFORD","008","007","CTO"
"046169","FALSA CARATULA COUCHE PLANNER A4","STANDFORD","008","002","CTO"
"046170","FORRO CUAD.ANILLADO A-4 POOKALOOZ PLAS.SEC","STANDFORD","008","004","CTO"
"046171","CUAD DELUXE 80HJ INICIAL 1X1 KIDS COLOR","STANDFORD","010","012","UNI"
"046172","CUAD DELUXE 80HJ KINDER 2X2 KIDS COLOR","STANDFORD","010","012","UNI"
"046173","CUAD DELUXE 80HJ DECROLY KINDER COLOR","STANDFORD","010","012","UNI"
"046174","CUAD DELUXE 80HJ T/MAX KIDS COLOR","STANDFORD","010","012","UNI"
"046175","CUAD DELUXE 80HJ D/MAX KIDS COLOR","STANDFORD","010","012","UNI"
"046176","CUADERNILLOS COSIDOS DISNEY PRE INICIAL","STANDFORD","008","006","UNI"
"046177","CUADERNILLOS COSIDOS DISNEY PRE KINDER","STANDFORD","008","006","UNI"
"046178","CUADERNILLOS COSIDOS DISNEY PRE DECROLY","STANDFORD","008","006","UNI"
"046179","ACCESORIO CUAD.ANILLADO POOH","S/M","008","013","MLL"
"046180","ACCESORIO CUAD.ANILLADO MICKEY","S/M","008","013","MLL"
"046181","INSERTO BILLABONG CARTA","S/M","008","013","MLL"
"046182","INSERTO GENERICO A5","S/M","008","013","MLL"
"046183","INSERTO EJECUTIVO/GOLDEN BOOK A5","S/M","008","013","MLL"
"046184","INSERTO GENERICO CARTA","S/M","008","013","MLL"
"046185","INSERTO EJECUTIVO/GOLDEN BOOK CARTA","S/M","008","013","MLL"
"046186","INSERTO URBAN GIRL CARTA","S/M","008","013","MLL"
"046187","INSERTO POOK AT LOOZ CARTA","S/M","008","013","MLL"
"046188","INSERTO ENSUEÑO A5","S/M","008","013","MLL"
"046189","INSERTO DEPORTE XTREMO CARTA","S/M","008","013","MLL"
"046190","INSERTO SKIN A5","S/M","008","013","MLL"
"046191","INSERTO JEAN WORLD A5","S/M","008","013","MLL"
"046192","INSERTO ENSUEÑO CARTA","S/M","008","013","MLL"
"046193","INSERTO JEAN WORLD CARTA","S/M","008","013","MLL"
"046194","INSERTO BILLABONG A5","S/M","008","013","MLL"
"046195","INSERTO FLORES A5","S/M","008","013","MLL"
"046196","INSERTO TIFFANY CARTA","S/M","008","013","MLL"
"046197","INSERTO SKIN CARTA","S/M","008","013","MLL"
"046198","INSERTO FLORES CARTA","S/M","008","013","MLL"
"046199","INSERTO HADAS CARTA","S/M","008","013","MLL"
"046200","INSERTO DEPORTE XTREMO A5","S/M","008","013","MLL"
